"Sample.ID","Lifestage","Gut.Region","Stage.Gut","Sex","Shannon","Simpson","Richness","Pielous","ACE","Chao1"
"Amid12","adult","midgut","Adult midgut","male",2.8291877856864,0.901974996281925,53,0.712589363021219,55.51259933609,56.2857142857143
"Amid39","adult","midgut","Adult midgut","female",1.95550587482932,0.758635334402551,27,0.593326051722958,29,30
"Amid40","adult","midgut","Adult midgut","male",2.35441378310784,0.87338877367604,33,0.673361559132556,35.2763329588325,36.1666666666667
"Amid41","adult","midgut","Adult midgut","male",1.16655091604543,0.615045810987841,15,0.430771525420994,17,18
"Amid46","adult","midgut","Adult midgut","male",2.10400474365959,0.834120904078328,28,0.631415249944837,30,31
"Amid48","adult","midgut","Adult midgut","female",1.4907661120888,0.576130075629358,17,0.526175028511801,19,20
"Amid49","adult","midgut","Adult midgut","female",2.26061989767482,0.824087886674659,51,0.574954260143133,53.5645012625581,54.2857142857143
"Amid7","adult","midgut","Adult midgut","male",2.06299317149267,0.788717759738181,33,0.590015361107191,35,36
"Ileum12","larva","ileum","Larval ileum","",3.55019738897357,0.892734076981392,347,0.606941403073505,353.659044111207,351.505208333333
"Ileum17","larva","ileum","Larval ileum","",3.35029842305833,0.91122899577867,306,0.585349630237087,313.079237036594,311.375
"Ileum18","larva","ileum","Larval ileum","",2.95950193986281,0.902764811095594,100,0.642647680832194,102.485539937754,103.142857142857
"Ileum19","larva","ileum","Larval ileum","",2.70043717281759,0.891889677995705,74,0.627415504723987,76.7200146089656,77.1111111111111
"Ileum20","larva","ileum","Larval ileum","",3.72795854342267,0.936615352301244,191,0.709779982800541,194.74928848343,194.290322580645
"Ileum21","larva","ileum","Larval ileum","",3.16208680485475,0.905312717986495,133,0.646597353674944,136.708418628349,136.473684210526
"Ileum2","larva","ileum","Larval ileum","",5.73420251202119,0.992143201236277,670,0.881198369804862,687.05253527582,683.248366013072
"Ileum3","larva","ileum","Larval ileum","",6.06239829063136,0.992905295298,1047,0.87182536721385,1060.82604522231,1059.06129032258
"Ileum5","larva","ileum","Larval ileum","",5.88847006649406,0.99223543165143,1063,0.844970080688555,1078.58214197927,1078.79779411765
"Ileum7","larva","ileum","Larval ileum","",5.72699582389952,0.990915650346582,702,0.873825757884824,717.884794896537,715.414285714286
"Ileum9","larva","ileum","Larval ileum","",6.19300502279925,0.994653509702629,1236,0.869848590246622,1248.86238049742,1251.15
"Lmid2","larva","midgut","Larval midgut","",6.08696598450748,0.995924198973204,749,0.919656448103782,768.671622035509,763.770114942529
"Lmid3","larva","midgut","Larval midgut","",6.1438848276297,0.995170936193703,847,0.911325658895451,863.518237456574,858.781081081081
"Lmid5","larva","midgut","Larval midgut","",5.07539631869579,0.984772843592245,268,0.907781816768253,274.108889615536,271.862244897959
"Lmid9","larva","midgut","Larval midgut","",6.14982836223345,0.995819636153377,841,0.913170192453532,856.93970185162,852.793604651163
"Paunch12","larva","paunch","Larval paunch","",5.3061834528589,0.985692149406608,850,0.786656416163168,859.435443397905,857.093984962406
"Paunch17","larva","paunch","Larval paunch","",5.1915988713465,0.983917676698414,833,0.771981100405876,841.513180693876,839.893518518518
"Paunch18","larva","paunch","Larval paunch","",5.474063792244,0.98818116484417,986,0.794072624259719,995.125163085231,994.235576923077
"Paunch19","larva","paunch","Larval paunch","",4.9089908926516,0.976081708941944,772,0.738306858095092,779.838821352029,778.38
"Paunch20","larva","paunch","Larval paunch","",5.32858095899573,0.984579679691988,942,0.778121620142206,950.669555418069,948.025179856115
"Paunch21","larva","paunch","Larval paunch","",4.82179980327985,0.983148265108784,445,0.790708604088533,451.936375196063,451.611940298507
"Paunch2","larva","paunch","Larval paunch","",5.1824814306925,0.972973104227405,1152,0.735181454976202,1165.57976594063,1159.19841269841
"Paunch3","larva","paunch","Larval paunch","",5.35242887963034,0.979609381708768,1360,0.741822710735726,1382.13516887471,1380.04347826087
"Paunch5","larva","paunch","Larval paunch","",4.72807364438074,0.953159116776036,1062,0.678549835746722,1081.78089582454,1073.57480314961
"Paunch9","larva","paunch","Larval paunch","",5.39329017588212,0.986997378477352,814,0.804733224511593,822.549619171171,819.603571428571
"hind12","adult","hindgut","Adult hindgut","male",3.26037902791535,0.925150882836699,88,0.728196060071329,90.587342298488,91.4
"hind39","adult","hindgut","Adult hindgut","female",2.95613118681843,0.90808391657528,73,0.689001079573704,75.2665211975301,76.1
"hind40","adult","hindgut","Adult hindgut","male",3.87174347005362,0.96705038419109,139,0.78463145667023,141.252806508393,142.071428571429
"hind41","adult","hindgut","Adult hindgut","male",3.82837072327545,0.961871159424216,141,0.773602035273305,143.715317011372,144.45
"hind46","adult","hindgut","Adult hindgut","female",3.83464619153631,0.967175945710887,127,0.791597459614154,129.484948828039,130.333333333333
"hind48","adult","hindgut","Adult hindgut","female",3.8263046755479,0.966280642634924,115,0.806398189064881,117.454549075594,118.4
"hind49","adult","hindgut","Adult hindgut","female",3.23768789289768,0.895639277405359,128,0.667285181004246,130.863589161826,132.142857142857
"hind4","adult","hindgut","Adult hindgut","female",3.34277725171649,0.941231199999411,110,0.711156518394042,112.205304587111,113.083333333333
"hind7","adult","hindgut","Adult hindgut","male",2.82776343065766,0.882204819497265,89,0.629982738126415,91,92
